,latitude,longitude,time,u10,v10,d2m,t2m,evabs,evaow,lmld,lmlt,lshf,lai_hv,lai_lv,skt,snowc,sde,smlt,stl1,stl2,stl3,slhf,ssr,str,sp,sro,ssrd,strd,tsn,e,tp
33741,28.55,68.6,2010-03-01,-0.38528168,-0.38137078,283.7347,300.4851,-2.6813475e-05,-0.00014888286,2.1170292,296.79892,0.68010926,0.108556986,0.94407004,302.60458,0.0,0.0,-9.313226e-10,302.80765,301.87622,299.7714,-550697.0,17068316.0,-10262406.0,100022.07,5.736947e-07,22571528.0,30591674.0,273.16058,-0.000220255,0.00018552132
33742,28.55,68.6,2010-04-01,-0.4885844,0.20794892,282.03622,305.75967,-2.0017847e-05,-9.2054484e-05,2.1988926,299.26196,0.6818445,0.108556986,0.86557657,308.34482,0.0,0.0,-9.313226e-10,308.5718,307.4555,304.59296,-396545.0,19183302.0,-11341288.0,99576.445,5.736947e-07,25747588.0,32674978.0,273.15988,-0.00015854556,0.00015975535
33743,28.55,68.6,2010-05-01,0.124587655,0.230479,283.44852,308.99832,-6.596255e-05,-0.00021896651,2.2209587,301.7678,0.6816738,0.108556986,0.85368514,311.62253,0.0,0.0,-9.313226e-10,311.83997,310.6601,307.64185,-823683.0,20518662.0,-11767320.0,99059.42,1.1473894e-06,27584992.0,34162544.0,273.15988,-0.00032938924,0.0002437327
33744,28.55,68.6,2010-06-01,-2.0173354,1.7329061,292.4017,308.59857,-0.00033402233,-0.00036096934,2.268652,302.88678,0.681688,0.108556986,0.8576823,311.98764,0.0,0.0,-9.313226e-10,312.34833,311.51584,309.38504,-1927083.0,19078176.0,-8616211.0,98853.44,4.015863e-06,25258964.0,37582336.0,273.15988,-0.00077049853,0.00083539076
33745,28.55,68.6,2010-07-01,-1.345868,1.2745821,296.59006,308.6725,-0.00032685744,-0.00046069082,2.1917725,304.93335,0.6816987,0.108556986,0.91069406,312.26645,0.0,0.0,-9.313226e-10,312.8386,312.43848,311.1237,-2576141.0,17135724.0,-6442871.5,98759.06,0.0002622176,22022596.0,40003680.0,273.16058,-0.0010300977,0.003191527
33746,28.55,68.6,2010-08-01,-0.685331,0.24979043,298.88156,303.85666,-0.0023073542,-0.0010187774,1.7191067,304.11377,0.7105254,0.10864854,1.0966601,304.6666,0.0,0.0,-9.313226e-10,305.50842,305.74872,306.65576,-9397938.0,14563714.0,-3668605.0,99056.96,0.0005921405,18268990.0,38450424.0,273.15988,-0.0037580787,0.0060305316
33747,28.55,68.6,2010-09-01,-1.1501931,0.62121296,293.73755,304.54068,-0.0018552201,-0.000638925,2.055811,302.7125,0.6807564,0.10864854,1.2064312,305.8568,0.0,0.0,-9.313226e-10,306.6143,306.69836,306.90286,-6603645.0,16507769.0,-6632523.0,99398.36,5.165115e-06,20624954.0,36055356.0,273.15988,-0.0026406406,0.0008792877
33748,28.55,68.6,2010-10-01,-0.6516825,-0.080756426,290.02444,301.35864,-0.00060075277,-0.00011611823,1.905611,299.8827,0.68000257,0.10864854,1.0703292,303.48062,0.0,0.0,-9.313226e-10,304.41943,304.88245,305.75922,-1859791.0,15268710.0,-9099904.0,99838.234,5.736947e-07,19187252.0,32216680.0,273.16058,-0.0007436434,0.00016548112
33749,28.55,68.6,2010-11-01,-0.34949028,-0.76759875,282.01556,294.47574,-0.00017653988,-0.00012984942,2.0615063,293.51627,0.6800239,0.108556986,0.93297803,295.40805,0.0,0.0,-9.313226e-10,296.71823,298.1258,301.42163,-792662.0,12904947.0,-9444501.0,100415.99,0.0,16343545.0,27603904.0,273.16058,-0.00031700963,1.3411045e-06
33840,27.55,68.6,2010-02-01,-0.5725981,-0.42256832,281.00516,292.26193,-4.2768428e-05,-8.947146e-05,1.9611359,290.3678,0.6503936,0.0,1.1912421,294.14566,0.0,0.0,-9.313226e-10,294.98358,295.14658,296.2136,-425657.0,15020336.0,-9137889.0,100778.73,5.736947e-07,18525188.0,27280014.0,273.16058,-0.00017016334,0.00015689246
33841,27.55,68.6,2010-03-01,-0.5908154,-0.25970888,285.65945,300.4909,-1.7432496e-05,-1.326995e-05,1.7774792,297.08868,0.65619314,0.0,1.1660602,303.40417,0.0,0.0,-9.313226e-10,303.77255,302.83173,300.4333,-122604.0,18471486.0,-10500427.0,100293.71,0.0,22827286.0,30765998.0,273.16058,-4.9029943e-05,1.1838973e-05
33842,27.55,68.6,2010-04-01,-0.04129672,0.632478,283.91345,305.79202,-2.7182745e-05,-4.290766e-05,1.8628998,299.26572,0.6574732,0.0,0.96015847,309.19678,0.0,0.0,-9.313226e-10,309.59933,308.5061,305.3886,-285346.0,20673946.0,-11573296.0,99850.55,5.736947e-07,25761674.0,32915496.0,273.15988,-0.000113977585,0.00010917708
33843,27.55,68.6,2010-05-01,0.490862,0.95562196,285.74313,309.27332,-3.0506635e-05,-0.000100211706,1.9269657,302.13403,0.65731674,0.0,0.92738205,312.8467,0.0,0.0,-9.313226e-10,313.27948,312.15442,308.8444,-417544.0,22046220.0,-12022010.0,99340.914,5.736947e-07,27614046.0,34611240.0,273.15988,-0.0001669256,9.390898e-05
33844,27.55,68.6,2010-06-01,-0.08094609,2.8645542,293.22098,308.70715,-0.0002068989,-0.00018559024,1.9668293,302.62695,0.6572918,0.0,0.9475176,312.4278,0.0,0.0,-9.313226e-10,313.053,312.40442,310.34616,-1252730.0,20162352.0,-8736451.0,99130.82,1.7210841e-06,25260284.0,37715736.0,273.15988,-0.00050080474,0.00053383596
33845,27.55,68.6,2010-07-01,-0.41828716,1.7274344,296.84732,308.03586,-0.00053818815,-0.0002583929,1.9533043,304.29395,0.6572954,0.0,1.0824704,311.481,0.0,0.0,-9.313226e-10,312.3218,312.11215,311.17017,-2639615.0,17590340.0,-6241196.0,99033.984,0.00019967556,22135288.0,39732844.0,273.16058,-0.0010556192,0.0030159373
33846,27.55,68.6,2010-08-01,-0.3672787,0.40943122,298.53754,303.7238,-0.003015656,-0.00046911987,1.878561,303.49734,0.6518586,0.0,1.2741324,304.43732,0.0,0.0,-9.313226e-10,305.46506,305.72995,306.67957,-9992590.0,15014317.0,-3604659.0,99328.6,0.001012722,18882192.0,38395852.0,273.15988,-0.003995775,0.00735222
33847,27.55,68.6,2010-09-01,-0.6729003,0.9736459,293.78302,304.63773,-0.0022073395,-0.00017179083,1.900629,302.14313,0.65141416,0.0,1.3211485,306.11014,0.0,0.0,-9.313226e-10,307.01422,307.074,307.1624,-6103966.0,16405049.0,-6677339.5,99666.72,5.736947e-07,20590618.0,36108916.0,273.15988,-0.0024408465,0.00010345131
33848,27.55,68.6,2010-10-01,-0.4251455,-0.13708138,290.5906,301.458,-0.00079723645,-8.919509e-06,1.7240906,299.62177,0.6535405,0.0,1.1526699,303.55136,0.0,0.0,-9.313226e-10,304.67484,305.11603,306.0505,-2048781.0,15807588.0,-9010270.0,100105.77,0.0,19514322.0,32323802.0,273.16058,-0.00081925653,1.3411045e-06
33849,27.55,68.6,2010-11-01,-0.61910594,-1.0772249,283.97336,295.1713,-0.00024036015,-6.676186e-06,1.8365612,293.60715,0.65008783,0.0,0.9756973,296.5643,0.0,0.0,-9.313226e-10,298.0337,299.25385,302.32272,-642806.0,13699823.0,-9295840.0,100689.27,0.0,16579934.0,28326466.0,273.16058,-0.00025701383,1.3411045e-06
33940,26.55,68.6,2010-02-01,0.2413925,-0.51880336,279.38312,293.25906,-2.9029325e-05,-9.117089e-05,8.197619,291.43335,0.69292426,0.0,0.509583,296.1355,0.0,0.0,-9.313226e-10,296.17737,296.3474,297.04553,-303482.0,14000359.0,-9998698.0,100908.39,0.0,19217626.0,27513962.0,273.16058,-0.00012140535,7.005222e-05
33941,26.55,68.6,2010-03-01,0.4780028,0.5497608,283.73575,301.9456,-5.318364e-05,-5.9561804e-05,2.9441948,297.06836,0.7602636,0.0,0.50848377,305.79877,0.0,0.0,-9.313226e-10,305.40964,303.86237,301.36044,-282006.0,16829572.0,-11377906.0,100424.195,0.0,23333958.0,31345564.0,273.16058,-0.00011264393,3.874302e-07
33942,26.55,68.6,2010-04-01,1.2431283,1.53947,282.9464,306.51068,-6.899098e-05,-8.9607434e-05,2.910738,300.1992,0.7997932,0.0,0.50673497,310.95737,0.0,0.0,-9.313226e-10,310.55945,308.8817,305.87823,-399886.0,18529666.0,-12261671.0,100006.48,0.0,25785886.0,33402592.0,273.15988,-0.00015987875,7.959455e-05
33943,26.55,68.6,2010-05-01,2.0774796,2.2887523,286.69568,309.52985,-7.785484e-05,-0.00016261404,3.1976128,302.42325,0.7998003,0.0,0.5064852,314.1742,0.0,0.0,-9.313226e-10,313.79385,312.10745,309.04953,-606058.0,19807648.0,-12254566.0,99517.36,5.736947e-07,27541412.0,35325216.0,273.15988,-0.0002423483,0.00010822341
33944,26.55,68.6,2010-06-01,1.8588722,4.754175,294.21384,307.18893,-6.308174e-05,-0.00056102406,4.2732105,302.51468,0.7996439,0.0,0.5067849,311.982,0.0,0.0,-9.313226e-10,311.84598,311.08386,309.75,-1592531.0,18472288.0,-8978844.0,99345.836,2.2947788e-06,25630054.0,37309988.0,273.15988,-0.0006367946,0.000737099
33945,26.55,68.6,2010-07-01,0.7600491,3.2369425,297.04877,306.8585,-5.5621145e-05,-0.0011703648,3.241747,304.54202,0.7997825,0.0,0.5085337,311.40457,0.0,0.0,-9.313226e-10,311.45206,311.0592,310.5094,-3158385.0,15905493.0,-6449156.5,99212.89,9.180978e-06,22151576.0,39558016.0,273.16058,-0.0012628417,0.002293542
33946,26.55,68.6,2010-08-01,0.69082344,1.4190958,297.76266,303.93292,-5.8206497e-05,-0.0025557927,2.5533905,303.92236,0.79987496,0.0,0.5097828,306.2092,0.0,0.0,-9.313226e-10,306.2589,306.04922,306.4642,-6662347.0,13691798.0,-4443333.5,99477.14,1.893565e-05,19067958.0,38578770.0,273.15988,-0.0026640673,0.0030130744
33947,26.55,68.6,2010-09-01,-0.16474545,2.271694,293.11252,304.6077,-6.389432e-05,-0.0008099538,2.929245,302.67133,0.7998572,0.0,0.5096829,308.56274,0.0,0.0,-9.313226e-10,308.61517,308.5953,308.57578,-2215341.0,14916814.0,-7976205.5,99814.44,2.8684735e-06,20623192.0,36302948.0,273.15988,-0.00088591827,0.0006760247
33948,26.55,68.6,2010-10-01,0.40834844,0.9826579,287.48294,302.92194,-5.9462152e-05,-0.00011061225,2.5818653,300.55634,0.79986787,0.0,0.5087335,306.37054,0.0,0.0,-9.313226e-10,306.52753,307.047,307.66223,-426135.0,14609055.0,-10342476.0,100233.8,0.0,20083504.0,32657292.0,273.16058,-0.00017054426,2.3292378e-05
33949,26.55,68.6,2010-11-01,-0.42986047,-1.7959309,282.91748,296.6468,-3.5825185e-05,-6.323261e-05,4.0803013,295.71628,0.76799744,0.0,0.50828385,298.92493,0.0,0.0,-9.313226e-10,299.38046,300.9935,303.60233,-247644.0,12260942.0,-9563374.0,100800.06,0.0,16789030.0,29353718.0,273.16058,-9.912159e-05,2.2985041e-06
34040,25.55,68.6,2010-02-01,0.66724813,-0.5371492,281.14462,293.52713,-1.3000565e-05,-3.4478493e-05,2.2864494,290.76718,0.65195817,0.83738875,1.2540468,295.6897,0.0,0.0,-9.313226e-10,296.4725,296.49414,296.99792,-173193.0,15785520.0,-9777620.0,101009.336,0.0,19516964.0,27390672.0,273.16058,-6.921869e-05,5.0012022e-05
34041,25.55,68.6,2010-03-01,1.7988623,1.3312287,285.4115,301.55737,-2.0830194e-05,-5.8603473e-06,2.4110222,296.12527,0.65008783,0.83738875,1.1062033,304.3991,0.0,0.0,-9.313226e-10,304.76035,303.82364,301.38196,-78220.0,18890792.0,-10852130.0,100562.89,0.0,23506958.0,30917080.0,273.16058,-3.131712e-05,3.874302e-07
34042,25.55,68.6,2010-04-01,3.0305645,2.3898156,286.12228,305.52856,-1.9648345e-05,-8.035684e-06,2.4295292,297.7698,0.6509981,0.83693194,0.98364156,308.40283,0.0,0.0,-9.313226e-10,308.89343,308.00604,305.44073,-99696.0,20605732.0,-11236898.0,100191.125,0.0,25988380.0,32759866.0,273.15988,-3.9887615e-05,1.37500465e-05
34043,25.55,68.6,2010-05-01,4.1615357,3.0097115,291.17227,307.5887,-2.8290786e-05,-8.1382226e-05,2.4636993,300.12646,0.6499847,0.83693194,1.0012288,310.5158,0.0,0.0,-9.313226e-10,311.1172,310.3643,307.95352,-334026.0,21514564.0,-10335370.0,99747.97,5.736947e-07,27297980.0,34916436.0,273.15988,-0.00013359496,0.00011203997
34044,25.55,68.6,2010-06-01,4.2044,3.8465388,295.68915,305.29288,-0.0009980783,-0.00025091553,2.4871902,300.81723,0.65000606,0.83738875,1.0910642,307.49426,0.0,0.0,-9.313226e-10,308.35977,308.17978,307.51602,-3322559.0,19667612.0,-7118948.5,99597.78,0.00014344603,24964468.0,36455040.0,273.15988,-0.0013287412,0.0015978664
34045,25.55,68.6,2010-07-01,2.5637736,2.7982519,297.43414,305.11725,-0.00076037727,-0.00036192103,2.4886131,302.0859,0.6500203,0.83738875,1.2398571,307.47162,0.0,0.0,-9.313226e-10,308.2092,308.1058,307.72345,-3555933.0,15941204.0,-4813618.5,99410.67,4.18853e-05,20230972.0,38859200.0,273.16058,-0.0014218772,0.0026208628
34046,25.55,68.6,2010-08-01,2.5260532,1.9096053,297.37628,303.2859,-0.001975991,-0.00045470882,2.458004,301.6582,0.6500167,0.83738875,1.3860518,304.3892,0.0,0.0,-9.313226e-10,305.082,305.0761,305.32288,-6960150.0,13800537.0,-3644010.5,99642.09,1.434423e-05,17341044.0,38317532.0,273.15988,-0.0027832964,0.002020616
34047,25.55,68.6,2010-09-01,1.7487113,2.042854,295.0073,302.6989,-0.0019679395,-0.00039386994,2.4893246,300.80972,0.65001315,0.83738875,1.3819547,304.08917,0.0,0.0,-9.313226e-10,305.04706,305.1853,305.60736,-6377906.0,16257790.0,-5942782.0,99975.29,0.0002547577,20277634.0,35780480.0,273.15988,-0.002550362,0.0031781662
34048,25.55,68.6,2010-10-01,1.4002255,1.1699786,288.8281,302.38464,-0.00054816005,-5.5958983e-05,2.420988,298.4707,0.6500629,0.83738875,1.2306137,304.51233,0.0,0.0,-9.313226e-10,305.40723,305.50104,305.5099,-1587281.0,16433538.0,-9456525.0,100362.65,0.0,20143372.0,32368772.0,273.16058,-0.0006346991,7.4822456e-05
34049,25.55,68.6,2010-11-01,-0.29933918,-1.7099952,284.0591,296.69067,-8.80484e-05,-6.6019595e-05,2.4295292,293.7761,0.65000606,0.83738875,1.0946616,298.40555,0.0,0.0,-9.313226e-10,299.6467,300.53452,302.81348,-456679.0,13586671.0,-8816246.0,100869.82,0.0,16414858.0,29747842.0,273.16058,-0.00018273387,6.0508028e-05
34260,29.35,68.7,2010-02-01,0.47478795,-0.17345119,274.61517,288.055,-2.4892855e-05,-0.00044743542,6.4286823,287.24982,0.7999141,0.0,0.51462936,289.3494,0.0,0.0,-9.313226e-10,289.48807,289.60953,290.80264,-1223140.0,12571509.0,-8500889.0,92074.71,1.7210841e-06,18177428.0,25647932.0,273.16058,-0.0004891865,0.00040882453
34261,29.35,68.7,2010-03-01,0.43020916,-0.52878094,278.5349,296.00897,-8.612778e-05,-0.0013826552,3.3890991,293.19495,0.79998165,0.0,0.5156286,296.33362,0.0,0.0,-9.313226e-10,296.1123,295.21112,293.89008,-3760196.0,15507052.0,-9059186.0,91870.36,1.20494515e-05,22673656.0,28538182.0,273.16058,-0.0015035849,0.0019452274
34262,29.35,68.7,2010-04-01,0.5622308,-0.023787975,275.68036,301.67407,-9.7207725e-05,-0.00043309235,3.7151241,297.10687,0.79998875,0.0,0.5156286,303.9731,0.0,0.0,-9.313226e-10,303.5774,302.0206,299.25455,-1364883.0,17389316.0,-10810865.0,91578.2,1.7210841e-06,25715012.0,30811980.0,273.15988,-0.00054575363,0.0003143493
34263,29.35,68.7,2010-05-01,1.1513989,-0.041490078,276.1649,305.01904,-0.00010230462,-0.0006156771,3.2794743,299.69128,0.7999959,0.0,0.5156286,307.4985,0.0,0.0,-9.313226e-10,307.05878,305.2334,302.24677,-1846428.0,18598280.0,-11410972.0,91168.69,2.2947788e-06,27566504.0,32179290.0,273.15988,-0.0007383106,0.00049375556
34264,29.35,68.7,2010-06-01,-0.06680095,1.3012962,287.9747,305.10684,-8.5315434e-05,-0.00054409786,3.0523949,301.80682,0.7999923,0.0,0.5156286,309.86337,0.0,0.0,-9.313226e-10,309.509,307.8499,305.0384,-1642165.0,17530554.0,-9253483.0,90965.984,2.2947788e-06,25853676.0,35736520.0,273.15988,-0.00065660244,0.00054433197
34265,29.35,68.7,2010-07-01,-0.045154452,0.6820438,294.5992,303.22235,-6.566709e-05,-0.002093009,2.4537334,303.85928,0.79998523,0.0,0.5156286,306.73,0.0,0.0,-9.313226e-10,306.85883,306.46478,305.8397,-5736961.0,15045615.0,-5633710.0,90879.81,1.893565e-05,22215404.0,37625790.0,273.16058,-0.0022941912,0.0036581736
34266,29.35,68.7,2010-08-01,0.18481183,0.115254164,296.2708,299.72717,-0.00011966308,-0.0024311238,2.172554,302.3126,0.7999959,0.0,0.5156286,301.1667,0.0,0.0,-9.313226e-10,301.4163,301.60974,302.25812,-6981626.5,11602089.0,-3532515.0,91078.414,0.0011441186,17256524.0,36648564.0,273.15988,-0.0027918671,0.0077644717
34267,29.35,68.7,2010-09-01,0.074436545,0.34280682,290.14948,299.63818,-0.00013443618,-0.0022987057,2.5704746,300.52905,0.7999959,0.0,0.5156286,300.5369,0.0,0.0,-9.313226e-10,300.70557,300.89136,301.38538,-6200370.0,14247930.0,-6289292.0,91389.45,1.0328367e-05,21035662.0,33488492.0,273.15988,-0.0024793197,0.0010396075
34268,29.35,68.7,2010-10-01,0.14559102,-0.048249006,284.32153,297.7144,-0.00010644109,-0.00045600045,2.8267403,297.77087,0.7999923,0.0,0.5156286,299.67786,0.0,0.0,-9.313226e-10,299.9322,300.44296,301.06573,-1407836.0,13201070.0,-9061645.0,91736.59,0.0,19299944.0,30230898.0,273.16058,-0.0005628951,8.97795e-06
34269,29.35,68.7,2010-11-01,-0.23547137,-0.65140843,275.20096,290.76794,-6.034854e-05,-0.00027606683,3.1399517,291.9872,0.79998523,0.0,0.51452935,291.2982,0.0,0.0,-9.313226e-10,291.9973,293.93164,296.8619,-841341.0,11242971.0,-9361699.0,92095.23,0.0,16401212.0,25660060.0,273.16058,-0.00033643655,1.3411045e-06
34330,28.65,68.7,2010-02-01,-0.45086396,-0.39231372,278.288,292.32315,-3.3979304e-06,-0.0001477953,3.959999,290.95218,0.753785,0.0,0.502638,294.28152,0.0,0.0,-9.313226e-10,294.3379,294.6383,295.60947,-380319.0,12654567.0,-9408702.0,99840.7,5.736947e-07,18169944.0,27122364.0,273.16058,-0.00015206961,0.0001063142
34331,28.65,68.7,2010-03-01,-0.16195929,-0.46730638,282.49182,300.78668,-6.574206e-06,-0.00038455718,2.118454,297.5383,0.7937839,0.0,0.502638,303.11407,0.0,0.0,-9.313226e-10,302.74017,301.37732,299.41888,-984516.0,15730548.0,-10719046.0,99381.945,1.7210841e-06,22641080.0,30476468.0,273.16058,-0.0003937655,0.00033820607
34332,28.65,68.7,2010-04-01,-0.34391773,0.16192341,280.85638,306.04388,-9.233365e-06,-0.00024221442,2.314211,300.8429,0.79991055,0.0,0.502638,309.12604,0.0,0.0,-9.313226e-10,308.67902,307.0341,304.28806,-633261.0,17904920.0,-11951506.0,98950.27,1.1473894e-06,25805696.0,32590088.0,273.15988,-0.00025320472,0.00022750907
34333,28.65,68.7,2010-05-01,0.3320502,0.13649678,282.3286,309.22247,-1.0710675e-05,-0.00034023658,2.2914314,303.1739,0.79990697,0.0,0.502638,312.55518,0.0,0.0,-9.313226e-10,312.07245,310.2657,307.31656,-884294.0,19147592.0,-12498325.0,98441.46,1.1473894e-06,27628572.0,34059468.0,273.15988,-0.000353578,0.00026568025
34334,28.65,68.7,2010-06-01,-2.001904,1.7200315,292.14032,308.2785,-1.0415213e-05,-0.0008746673,2.366888,304.1004,0.7998643,0.0,0.502638,312.6882,0.0,0.0,-9.313226e-10,312.35553,310.99817,308.8954,-2238249.0,17619632.0,-9282723.0,98242.86,5.165115e-06,25350966.0,37393360.0,273.15988,-0.00089506013,0.0010634642
34335,28.65,68.7,2010-07-01,-1.3627993,1.2732947,296.63138,308.2184,-9.528827e-06,-0.0011182949,2.149063,306.0978,0.7998928,0.0,0.5031376,312.93585,0.0,0.0,-9.313226e-10,312.8723,312.1861,310.93555,-2891603.0,15429210.0,-7083150.0,98146.84,0.0002455786,22169624.0,39789944.0,273.16058,-0.0011563734,0.0034634974
34336,28.65,68.7,2010-08-01,-0.6503967,0.27264214,298.86917,303.4257,-2.8216979e-05,-0.0031675806,1.7205315,304.89487,0.7794115,0.0,0.5063852,304.3425,0.0,0.0,-9.313226e-10,304.5917,304.86014,305.9621,-8134182.5,12535396.0,-3697572.0,98435.72,0.0008090306,18169064.0,38210916.0,273.15988,-0.0032527843,0.006680401
34337,28.65,68.7,2010-09-01,-1.086754,0.5124254,293.6291,304.22757,-2.8586248e-05,-0.0017923492,2.0109634,303.6144,0.7734769,0.0,0.5091332,306.29413,0.0,0.0,-9.313226e-10,306.32397,306.29575,306.3588,-4577246.0,14383954.0,-7197378.0,98776.3,9.180978e-06,20731482.0,35752690.0,273.15988,-0.0018304172,0.0010825507
34338,28.65,68.7,2010-10-01,-0.5481657,-0.1956594,289.34775,301.4661,-2.0904234e-05,-0.0004973301,1.919136,301.0808,0.75023276,0.0,0.50623536,303.9632,0.0,0.0,-9.313226e-10,304.1737,304.8073,305.58807,-1300455.0,13415738.0,-9596440.0,99205.5,1.1473894e-06,19274412.0,32020628.0,273.16058,-0.0005200417,0.00020460598
34339,28.65,68.7,2010-11-01,-0.29848182,-0.82327986,281.42358,294.5416,-1.1006137e-05,-0.00035349198,2.2693653,294.98062,0.75019366,0.0,0.50298774,295.367,0.0,0.0,-9.313226e-10,295.95932,297.90393,300.9252,-911497.0,11496159.0,-9645356.0,99765.2,0.0,16397250.0,27401284.0,273.16058,-0.0003646249,1.3411045e-06
34340,28.55,68.7,2010-02-01,-0.5629538,-0.44735122,278.96265,292.27002,-8.125324e-06,-0.00010456215,4.4846306,290.80032,0.7493225,0.06332493,0.5332658,294.83347,0.0,0.0,-9.313226e-10,294.95346,295.2522,296.21814,-288210.0,13325457.0,-9590975.0,100193.586,5.736947e-07,18125484.0,27218368.0,273.16058,-0.00011531077,7.386878e-05
34341,28.55,68.7,2010-03-01,-0.2941953,-0.47374344,283.3483,300.5683,-1.5807338e-05,-0.0002505756,2.3732948,297.20685,0.79221225,0.06332493,0.53181696,303.7311,0.0,0.0,-9.313226e-10,303.43286,302.1016,300.10236,-681463.0,16470052.0,-10974556.0,99724.984,1.1473894e-06,22619950.0,30558324.0,273.16058,-0.00027263165,0.00021128543
34342,28.55,68.7,2010-04-01,-0.41507232,0.1513021,281.55994,305.83014,-2.0830194e-05,-0.00017009163,2.461563,300.49323,0.79988563,0.06332493,0.5242224,309.385,0.0,0.0,-9.313226e-10,309.02716,307.41678,304.68362,-490086.0,18347500.0,-12033488.0,99287.57,5.736947e-07,25783244.0,32659314.0,273.15988,-0.00019587576,0.00016738847
34343,28.55,68.7,2010-05-01,0.26968288,0.17705059,283.32764,308.9267,-2.6222551e-05,-0.00034458702,2.3918018,302.93277,0.7998928,0.06332493,0.52312315,312.6514,0.0,0.0,-9.313226e-10,312.27966,310.53683,307.66223,-947768.0,19642332.0,-12502424.0,98774.65,1.1473894e-06,27629012.0,34118080.0,273.15988,-0.00037909998,0.00028285757
34344,28.55,68.7,2010-06-01,-1.9558252,1.6180031,292.49884,308.1722,-5.503022e-05,-0.0008633152,2.448038,304.00363,0.7998536,0.06332493,0.52342296,312.75613,0.0,0.0,-9.313226e-10,312.51575,311.24,309.18442,-2361379.0,18142862.0,-9289008.0,98576.05,6.3125044e-06,25267328.0,37433280.0,273.15988,-0.0009441995,0.0011856146
34345,28.55,68.7,2010-07-01,-1.3960191,1.1979802,296.6221,308.34436,-4.239916e-05,-0.0010266626,2.322752,305.9668,0.79987496,0.06332493,0.5282196,313.2755,0.0,0.0,-9.313226e-10,313.2867,312.60516,311.33563,-2844355.0,16203622.0,-7165678.0,98478.39,0.00012336299,22107554.0,39919296.0,273.16058,-0.0011373274,0.0028250795
34346,28.55,68.7,2010-08-01,-0.70161927,0.23466301,298.85263,303.6614,-0.00020859786,-0.0029244968,1.8258839,304.88312,0.7794008,0.06332493,0.5478054,305.0855,0.0,0.0,-9.313226e-10,305.3675,305.52924,306.48575,-8201475.0,13475524.0,-3971664.5,98769.73,0.0005697645,18291440.0,38368570.0,273.15988,-0.0032794487,0.0063473545
34347,28.55,68.7,2010-09-01,-1.1313328,0.48538947,293.6508,304.41937,-0.00018429593,-0.0014238489,2.141945,303.60693,0.7734662,0.06332493,0.5611458,307.38953,0.0,0.0,-9.313226e-10,307.49246,307.4461,307.40268,-4093316.0,15254666.0,-7633794.5,99112.766,7.459894e-06,20655768.0,35945708.0,273.15988,-0.0016369079,0.0009384528
34348,28.55,68.7,2010-10-01,-0.5665971,-0.3047688,289.7951,301.36902,-9.4548566e-05,-0.0004127674,1.9767952,301.01184,0.75022566,0.06332493,0.5473058,304.5265,0.0,0.0,-9.313226e-10,304.83142,305.48932,306.32367,-1283274.0,14191755.0,-9814512.0,99545.26,1.1473894e-06,19233034.0,32121688.0,273.16058,-0.00051299436,0.00020746887
34349,28.55,68.7,2010-11-01,-0.271263,-0.9536319,282.06516,294.4561,-4.269462e-05,-0.0002958479,2.513527,294.84912,0.75018656,0.06332493,0.53151715,295.97415,0.0,0.0,-9.313226e-10,296.6339,298.55072,301.5962,-846591.0,12046273.0,-9796203.0,100113.164,0.0,16364675.0,27563986.0,273.16058,-0.00033853156,1.3411045e-06
34440,27.55,68.7,2010-02-01,-0.60303175,-0.48629594,280.91425,292.34973,-4.6609435e-05,-9.524939e-05,1.9632702,290.2737,0.6500203,0.0,1.1916418,294.14847,0.0,0.0,-9.313226e-10,294.98236,295.13718,296.15692,-450952.0,15054041.0,-9153738.0,100820.58,5.736947e-07,18536194.0,27266372.0,273.16058,-0.0001804484,0.00017216057
34441,27.55,68.7,2010-03-01,-0.5500945,-0.30509067,285.46313,300.61798,-1.7432496e-05,-1.4085555e-05,1.905611,296.9641,0.6502052,0.0,1.1660602,303.37448,0.0,0.0,-9.313226e-10,303.74243,302.82468,300.45145,-119741.0,18500776.0,-10496875.0,100334.74,0.0,22858100.0,30753872.0,273.16058,-4.788721e-05,1.37500465e-05
34442,27.55,68.7,2010-04-01,0.058576822,0.64181185,283.81943,305.88675,-3.1245407e-05,-5.052099e-05,1.9212723,299.1668,0.65011626,0.0,0.9605582,309.17413,0.0,0.0,-9.313226e-10,309.56802,308.4967,305.42487,-298232.0,20752992.0,-11559906.0,99892.41,5.736947e-07,25773120.0,32914484.0,273.15988,-0.00011931034,0.0001215823
34443,27.55,68.7,2010-05-01,0.62331235,0.9775083,285.76587,309.323,-3.7302496e-05,-0.00012311991,1.9810677,302.00357,0.6500203,0.0,0.9296804,312.73065,0.0,0.0,-9.313226e-10,313.15662,312.06168,308.83533,-473860.0,22172212.0,-11957245.0,99381.945,5.736947e-07,27630334.0,34608716.0,273.15988,-0.00018940028,0.00011776574
34444,27.55,68.7,2010-06-01,0.09779751,2.9875033,293.24164,308.59277,-0.00026636105,-0.00020006904,2.000286,302.49008,0.6500025,0.0,0.94786733,312.1971,0.0,0.0,-9.313226e-10,312.835,312.22482,310.27817,-1426926.0,20276308.0,-8682069.0,99176.78,2.2947788e-06,25297260.0,37633372.0,273.15988,-0.0005705138,0.0006168578
